# $r で改行。" は入力できない、理由はスペースに意味のある文字列があるので
# わかりやすくするため。
# excel で編集すると " が消えてしまう為 excel で編集しないこと。

# クライアントデータのコードページ番号
CLIENT_DATA_CODE_PAGE,"932"
GAME_SKILL_CONSUME_SP,"%s$r消費SP %d"
GAME_SKILL_CONSUME_EP,"%s$r消費EP %d"
GAME_SKILL_LV_UP,"%s のレベルをあげます"
GAME_SKILL_LEARN,"%s を習得します"
GAME_SKILL_LEARNED,"スキル[%s]を覚えました"
GAME_SKILL_TOTALSKILL,"Total Skill"
GAME_SKILL_SKILLNUM,"%d / %d"
GAME_SKILL_TOTALEXPOINT,"Total ExSkillPoint"
GAME_SKILL_EXPOINTNUM,"%d / %d"
GAME_SKILL_INFO_KWARCOND,"演習使用不可"
GAME_SKILL_INFO_KWARTRANSCOND,"演習憑依時使用不可"
GAME_SKILL_INFO_KWARCOND_1,"運搬"
GAME_SKILL_INFO_KWARCOND_2,"リーダー"
GAME_SKILL_INFO_KWARCOND_3,"運搬 リーダー戦"
GAME_SKILL_INFO_KWARCOND_4,"一般"
GAME_SKILL_INFO_KWARCOND_5,"運搬 一般"
GAME_SKILL_INFO_KWARCOND_6,"リーダー戦 一般"
GAME_SKILL_INFO_KWARCOND_7,"全ての演習"
GAME_SKILL_INFO_ANOTHER,"拡張スキル"
GAME_SKILL_USE_ERR_NOTSTATE,"対象のスキルを使用出来る状態じゃない為、使用できません"


GAME_SKILL_INFO_PASSIVE,"パッシブ"
GAME_SKILL_INFO_NOT_TRANCER,"憑依中使用不可"
GAME_SKILL_INFO_NOT_USE_HOST,"宿主中使用不可"

GAME_SKILL_TGT_SELF_0,"自分の地面"
GAME_SKILL_TGT_SELF_1,"自分専用"
GAME_SKILL_TGT_SELF_2,"自分を中心とした円"
GAME_SKILL_TGT_SELF_3,"自分を中心とした壁"
GAME_SKILL_TGT_SELF_4,"自分を中心とした扇型"
GAME_SKILL_TGT_SELF_5,"自分を中心とした直線"
GAME_SKILL_TGT_SELF_6,"自分を中心とした円形"
GAME_SKILL_TGT_SELF_7,"自分を中心とした円形"
GAME_SKILL_TGT_SELF_8,"自分を中心としたひし形"
GAME_SKILL_TGT_SELF_9,"自分を中心とした直線"
GAME_SKILL_TGT_SELF_10,"自分を中心とした直線"

GAME_SKILL_TGT_ONE_0,"単体対象を指定"
GAME_SKILL_TGT_ONE_1,"単体"
GAME_SKILL_TGT_ONE_2,"単体を中心にした円"
GAME_SKILL_TGT_ONE_3,"単体を中心にした壁"
GAME_SKILL_TGT_ONE_4,"単体を中心にした扇形"
GAME_SKILL_TGT_ONE_5,"単体を中心にした直線"
GAME_SKILL_TGT_ONE_6,"単体を中心にした円形"
GAME_SKILL_TGT_ONE_7,"単体を中心にした円形"
GAME_SKILL_TGT_ONE_8,"単体を中心にしたひし形"
GAME_SKILL_TGT_ONE_9,"単体を中心にした直線"
GAME_SKILL_TGT_ONE_10,"単体を中心にした直線"

GAME_SKILL_TGT_COORD_0,"地面対象を指定"
GAME_SKILL_TGT_COORD_1,"地面単体"
GAME_SKILL_TGT_COORD_2,"地面を中心にした円"
GAME_SKILL_TGT_COORD_3,"地面を中心にした壁"
GAME_SKILL_TGT_COORD_4,"地面を中心にした扇形"
GAME_SKILL_TGT_COORD_5,"地面を中心にした直線"
GAME_SKILL_TGT_COORD_6,"地面を中心にした円形"
GAME_SKILL_TGT_COORD_7,"地面を中心にした円形"
GAME_SKILL_TGT_COORD_8,"地面を中心にしたひし形"
GAME_SKILL_TGT_COORD_9,"地面を中心にした直線"
GAME_SKILL_TGT_COORD_10,"地面を中心にした直線"

GAME_SKILL_TGT_HYBRID_0,"単体対象を指定か自分の地面"
GAME_SKILL_TGT_HYBRID_1,"単体か自分専用"
GAME_SKILL_TGT_HYBRID_2,"単体か自分を中心にした円"
GAME_SKILL_TGT_HYBRID_3,"単体か自分を中心にした壁"
GAME_SKILL_TGT_HYBRID_4,"単体か自分を中心にした扇形"
GAME_SKILL_TGT_HYBRID_5,"単体か自分を中心にした直線"
GAME_SKILL_TGT_HYBRID_6,"単体か自分を中心にした円形"
GAME_SKILL_TGT_HYBRID_7,"単体か自分を中心にした円形"
GAME_SKILL_TGT_HYBRID_8,"単体か自分を中心にしたひし形"
GAME_SKILL_TGT_HYBRID_9,"単体か自分を中心にした直線"
GAME_SKILL_TGT_HYBRID_10,"単体か自分を中心にした直線"

GAME_SKILL_INFO_W_NONE,"無し"
GAME_SKILL_INFO_W_EQUIP,"を装備"
GAME_SKILL_INFO_W_SWORD,"剣"
GAME_SKILL_INFO_W_SSWORD,"短剣"
GAME_SKILL_INFO_W_MACE,"鈍器"
GAME_SKILL_INFO_W_AXE,"斧"
GAME_SKILL_INFO_W_SPEAR,"槍"
GAME_SKILL_INFO_W_THROW,"投擲武器"
GAME_SKILL_INFO_W_BOW,"弓"
GAME_SKILL_INFO_W_SHIELD,"盾"
GAME_SKILL_INFO_W_GUN,"銃"
GAME_SKILL_INFO_W_BAG,"鞄"
GAME_SKILL_INFO_W_SHORTWEAPON,"一般武器"
GAME_SKILL_INFO_W_CLAW,"爪"
GAME_SKILL_INFO_W_RAPIER,"細剣"
GAME_SKILL_INFO_W_INSTRUMENT,"楽器"
GAME_SKILL_INFO_W_ROPE,"ロープ"
GAME_SKILL_INFO_W_CARD,"カード"
GAME_SKILL_INFO_W_KNUCKLE,"ナックル"
GAME_SKILL_INFO_W_EMPTY,"素手"
GAME_SKILL_INFO_W_BOOK,"本"
GAME_SKILL_INFO_W_STAFF,"杖"
GAME_SKILL_INFO_W_BLOW,"アームパーツ（叩）"
GAME_SKILL_INFO_W_STAB,"アームパーツ（突）"
GAME_SKILL_INFO_W_SLASH,"アームパーツ（斬）"
GAME_SKILL_INFO_W_LONGRANGE,"アームパーツ（遠）"
GAME_SKILL_INFO_W_TWOHANDSWORD,"両手剣"
GAME_SKILL_INFO_W_TWOHANDMACE,"両手鈍器"
GAME_SKILL_INFO_W_TWOHANDAXE,"両手斧"
GAME_SKILL_INFO_W_TWOHANDSPEAR,"両手槍"
GAME_SKILL_INFO_W_SEP," "

GAME_SKILL_INFO_MENU_DEL,"スキルを忘れる"
GAME_SKILL_INFO_DELMSG_MES,"を忘れます"
GAME_SKILL_INFO_DELMSG_TITLE,"スキルの削除"

# ステータスウィンドウ
GAME_STATUS_TITLE,"ステータス"
GAME_STATUS_NOVIS,"           ノービス"
GAME_STATUS_CANT_UP,"これ以上あげる事はできません。"
GAME_STATUS_LV,"BASE LV"
GAME_STATUS_JOBLV,"JOB LV"
GAME_STATUS_CL,"CL"

GAME_STATUS_DUAL_TAG,"デュアル"

GAME_STATUS_DUAL_WND,"デュアルジョブ"
GAME_STATUS_DUAL_TYPE,"%s系統"
GAME_STATUS_DUAL_LV,"ジョブレベル　：　%3d"

GAME_STATUS_STR,"物理攻撃力 と 最大重量 が上昇します"
GAME_STATUS_DEX,"近距離命中力 と 詠唱速度 と 最大容量 が上昇します$r（近距離武器装備時のみ最小物理攻撃力も上昇します・素手含む）"
GAME_STATUS_INT,"最小魔法攻撃力と 遠距離命中力 と 魔法防御力 と 遠距離回避力 と 最大SP と 最大容量 が上昇します$r（遠距離武器装備時のみ最小物理攻撃力も上昇します）"
GAME_STATUS_VIT,"物理防御力 と 魔法防御力 と 最大HP と 最大SP と 最大重量 が上昇します"
GAME_STATUS_AGI,"近距離回避力 と 遠距離回避力 と 攻撃速度 が上昇します"
GAME_STATUS_MAG,"最小魔法攻撃力 と 最大魔法攻撃力 と 最大MP が上昇します"
GAME_STATUS_RACE,"現在の種族"
GAME_STATUS_JOB,"現在の職業"
GAME_STATUS_DUAL,"現在のデュアルジョブ"
GAME_STATUS_DUAL_B,"習得しているデュアルジョブ一覧"
GAME_STATUS_AUTO,"ボーナスポイントを自動で振り分けます"
GAME_STATUS_BONUS,"基本ステータスを増やすのに使用するボーナスポイントの合計、$r基本ステータスを増やすときに消費されます"
GAME_STATUS_LVBONUS,"キャラクターの現在の Lv になるまでに取得した累計のボーナスポイントです"
GAME_STATUS_EX_POINT,"課金アイテム 「 ボーナスポイント＋ 」 を使用することで取得できるポイントです"
GAME_STATUS_OK,"振り分けたボーナスポイントを最終確定させるボタンです"
GAME_STATUS_CANCEL,"振り分けたボーナスポイントをリセットします"

GAME_STR_LVBONUSPOINT,"LvBonusPoint"
GAME_STR_EXBONUSPOINT,"ExBonusPoint"
GAME_STR_USEBONUSPOINT,"USEBonusPoint"
GAME_STR_CHARACTERCODE,"キャラクターコード"
GAME_STR_CHARACTERCODEINPUT,"コード入力"
GAME_STR_CHARACTERCODECOUNT,"入力された回数"

GAME_STR_STATUS_ASSIGN,"現在の職業にあわせてステータスを自動で振り分けます。$rよろしいですか？"
GAME_STR_STATUS_ASSIGN_CONFIRM,"ステータス内容を自動で振り分けました。$rこちらで確定してもよろしいですか？"
GAME_STR_STATUS_ASSIGN_FAIL,"ポイントが足りないため$r振り分けられませんでした"


GAME_STATUS_HP,"VITに依存します"
GAME_STATUS_MP,"MAGに依存します"
GAME_STATUS_SP,"INT、VITに依存します"
GAME_STATUS_HP_L,"最大HP"
GAME_STATUS_MP_L,"最大MP"
GAME_STATUS_SP_L,"最大SP"
GAME_STATUS_ATK,"ATK ： STRに依存します"
GAME_STATUS_ATK_L,"物理攻撃力最小値"
GAME_STATUS_ATK_R,"物理攻撃力最大値"
GAME_STATUS_MATK,"M.ATK ： MAGに依存します"
GAME_STATUS_MATK_L,"魔法攻撃力最小値"
GAME_STATUS_MATK_R,"魔法攻撃力最大値"
GAME_STATUS_SHIT,"S.HIT ： DEXに依存します"
GAME_STATUS_SHIT_L,"近距離命中力"
GAME_STATUS_LHIT,"L.HIT ： INTに依存します"
GAME_STATUS_LHIT_L,"遠距離命中力"
GAME_STATUS_DEF,"DEF ： VITに依存します"
GAME_STATUS_DEF_L,"基本防御力"
GAME_STATUS_DEF_R,"追加防御力"
GAME_STATUS_MDEF,"M.DEF ： INT、VITに依存します"
GAME_STATUS_MDEF_L,"基本魔法防御力"
GAME_STATUS_MDEF_R,"追加魔法防御力"
GAME_STATUS_SAVOID,"S.AVOID ： AGIに依存します"
GAME_STATUS_SAVOID_L,"近距離回避力"
GAME_STATUS_LAVOID,"L.AVOID ： AGI、INTに依存します"
GAME_STATUS_LAVOID_L,"遠距離回避力"
GAME_STATUS_ASPD,"A.SPD ： AGIに依存します"
GAME_STATUS_ASPD_L,"攻撃速度"
GAME_STATUS_CSPD,"C.SPD ： DEXに依存します"
GAME_STATUS_CSPD_L,"詠唱速度"
GAME_STATUS_PAYL,"PAYL ： STR、VITに依存します"
GAME_STATUS_CAPA,"CAPA ： DEX、INTに依存します"
GAME_STATUS_WRP,"ドミニオン世界のモンスターを倒すことで入手することができます$rドミニオン世界の都市攻防戦で使用するポイントです"
GAME_STATUS_PAYL_L,"最大重量"
GAME_STATUS_CAPA_L,"最大容量"
GAME_STATUS_WRP_L,"WRP"
GAME_STATUS_DEFAULT,"基本値"
GAME_STATUS_RISE,"上昇値"
GAME_STATUS_NEEDBONUS,"パラメータ上昇に必要なボーナスポイントの値"
GAME_STATUS_DIVIDE,"振り分けたボーナス値"
GAME_STATUS_RIGHT_ROW,"ボーナスポイント振り分け前の数値です"
GAME_STATUS_LEFT_ROW,"ボーナスポイント振り分け後の数値です"

GAME_STATUS_MIN,"最小"
GAME_STATUS_MAX,"最大"
GAME_STATUS_MINUS,"減算"
GAME_STATUS_PERCENT,"割合"

GAME_STATUS_EXP_PLUS,"ステータス詳細を開く"
GAME_STATUS_EXP_MINUS,"ステータス詳細を閉じる"

GAME_STATUS_BALOON_MINUS,"キャラクターが受けるダメージを割合で減らした後に、減算の値分減らします$rクリティカル発生時は減算は行われません"
GAME_STATUS_BALOON_PERCENT,"キャラクターが受けるダメージを割合分減らします"

# 合成ウィンドウ
GAME_SYNTHE_TITLE,"精製・合成するレシピを選んで下さい"
GAME_SYNTHE_NEED_MONEY,"%6dＧ"
GAME_SYNTHE_TOTAL_PRICE,"合計金額"
GAME_SYNTHE_HAVENT_ITEM,"合成できるアイテムがありません"
GAME_SYNTHE_FULL_ITEM,"アイテム欄に空きがありません"
GAME_SYNTHE_COUNT,"%2d個"
GAME_SYNTHE_BASE_LV,"BASE %d～%d"
GAME_SYNTHE_JOB_LV,"JOB  %d～%d"
GAME_SYNTHE_EXP_TITLE,"BPボーナス"
GAME_SYNTHE_EXP_TITLE2,"適正Lv範囲"
GAME_SYNTHE_EXP_WARNING,"※ＢＰボーナス適正Lv範囲外の合成物があります（取得経験値が変動します）"
GAME_SYNTHE_ERROR-1,"何らかの原因で失敗しました"
GAME_SYNTHE_ERROR-2,"取得経験値が変動したためスキルをキャンセルし、バックパッカーボーナス経験を取得しませんでした"
GAME_SYNTHE_ERROR-2_DLG,"取得経験値が変動したため$rスキルをキャンセルし、バックパッカーボーナス経験を$r取得しませんでした"

# 修理ウィンドウ
GAME_REPAIR_TITLE,"修理ウィンドウ"
GAME_MAX_REPAIR_TITLE,"最大耐久度回復"
GAME_RESET_POTENTIAL_TITLE,"潜在武具強化リセット"
GAME_REPAIR_TITLE_PET_0,"ごきげん度回復ウィンドウ"
GAME_REPAIR_TITLE_PET_1,"転生ウィンドウ"
GAME_REPAIR_HAVENT_ITEM,"修理アイテムがありません"
GAME_REPAIR_PARAM_0,"STRが %d 上昇します$r"
GAME_REPAIR_PARAM_1,"DEXが %d 上昇します$r"
GAME_REPAIR_PARAM_2,"INTが %d 上昇します$r"
GAME_REPAIR_PARAM_3,"VITが %d 上昇します$r"
GAME_REPAIR_PARAM_4,"AGIが %d 上昇します$r"
GAME_REPAIR_PARAM_5,"MAGが %d 上昇します$r"
GAME_REPAIR_TRANCE,"$r転生してよろしいですか？"
GAME_REPAIR_NOT_TRANCE_0,"転生条件を満たしていません"
GAME_REPAIR_NOT_TRANCE_1,"転生回数が限界に達しています"
GAME_REPAIR_NOT_TRANCE_2,"転生条件を一部満たしていません"
GAME_RESET_POTENTIAL_EMPTY,"潜在強化されたアイテムがありません"
GAME_RESET_POTENTIAL_CONFIRM,"%s$rの潜在強化をリセットします$rよろしいですか？"

# 作業請負ウィンドウ
GAME_CONTRACT_TITLE,"作業請負ウィンドウ"
GAME_CONTRACT_USESKILL_MSGBOX,"%sさんがあなたに対して%sを使用します。$r宜しいですか？"

# システムウィンドウ
GAME_SYS_TITLE,"システム"

GAME_SYS_TYPE_1_0,"%d×%d %dbit"
GAME_SYS_TYPE_1_1,"%d×%d"
GAME_SYS_TYPE_2_0,"ウィンドウ"
GAME_SYS_TYPE_2_1,"フルスクリーン"
GAME_SYS_TYPE_3_0,"無し"
GAME_SYS_TYPE_3_1,"円形"
GAME_SYS_TYPE_3_2,"通常描画"
GAME_SYS_TYPE_4_0,"ON"
GAME_SYS_TYPE_4_1,"OFF"
GAME_SYS_TYPE_5_0,"シングルクリック"
GAME_SYS_TYPE_5_1,"ダブルクリック"
GAME_SYS_TYPE_5_2,"無し"
GAME_SYS_TYPE_6_0,"A"  
GAME_SYS_TYPE_6_1,"B"
GAME_SYS_TYPE_7_0,"デフォルト"
GAME_SYS_TYPE_8_0,"全て"
GAME_SYS_TYPE_8_1,"選択キャラのみ"
GAME_SYS_TYPE_8_2,"無し"
GAME_SYS_TYPE_9_0,"全て"
GAME_SYS_TYPE_9_1,"一部除く"
GAME_SYS_TYPE_9_2,"最小"
GAME_SYS_TYPE_10_0,"無し"
GAME_SYS_TYPE_10_1,"適用"
GAME_SYS_TYPE_10_2,"最適"
GAME_SYS_TYPE_11_0,"最小"
GAME_SYS_TYPE_11_1,"普通"
GAME_SYS_TYPE_11_2,"最大"
GAME_SYS_TYPE_12_0,"北向き"
GAME_SYS_TYPE_12_1,"キャラの向き"
GAME_SYS_TYPE_13_0,"表示"
GAME_SYS_TYPE_13_1,"非表示"
GAME_SYS_TYPE_13_2,"パーティー表示"
GAME_SYS_TYPE_14_0,"変更あり"
GAME_SYS_TYPE_14_1,"変更なし"
GAME_SYS_TYPE_15_0,"表示"
GAME_SYS_TYPE_15_1,"非表示"
GAME_SYS_TYPE_16_0,"無し"
GAME_SYS_TYPE_16_1,"普通"
GAME_SYS_TYPE_16_2,"追従"
GAME_SYS_TYPE_18_0,"上"
GAME_SYS_TYPE_18_1,"下"
GAME_SYS_TYPE_19_0,"標準"
GAME_SYS_TYPE_19_1,"x0.5"
GAME_SYS_TYPE_19_2,"x2.0"
GAME_SYS_TYPE_19_3,"非表示"
GAME_SYS_TYPE_20_0,"M"
GAME_SYS_TYPE_20_1,"L"
GAME_SYS_TYPE_20_2,"S"
GAME_SYS_TYPE_21_0,"パーティー名"
GAME_SYS_TYPE_21_1,"リング名"
GAME_SYS_TYPE_21_2,"非表示"
GAME_SYS_TYPE_22_0,"全て"
GAME_SYS_TYPE_22_1,"非表示"
GAME_SYS_TYPE_22_2,"所属リングのみ"
GAME_SYS_TYPE_23_0,"自動"
GAME_SYS_TYPE_23_1,"カーソル付近"
GAME_SYS_TYPE_24_0,"手前の対象のみ"
GAME_SYS_TYPE_24_1,"全て"
GAME_SYS_TYPE_26_0,"無制限"
GAME_SYS_TYPE_26_1,"30 fps"
GAME_SYS_TYPE_26_2,"60 fps"
GAME_SYS_TYPE_27_0,"全て"
GAME_SYS_TYPE_27_1,"選択オブジェのみ"
GAME_SYS_TYPE_27_2,"無し"
GAME_SYS_TYPE_28_0,"クラシック"
GAME_SYS_TYPE_28_1,"デフォルト"
GAME_SYS_TYPE_29_0,"OFF"
GAME_SYS_TYPE_29_1,"ON"
GAME_SYS_TYPE_30_0,"全て表示"
GAME_SYS_TYPE_30_1,"非表示"
GAME_SYS_TYPE_30_2,"自分のみ表示"
GAME_SYS_TYPE_31_0,"表示"
GAME_SYS_TYPE_31_1,"非表示"
GAME_SYS_TYPE_31_2,"選択中のみ表示"

GAME_SYS_RENDER_TAG0,"画面環境"
GAME_SYS_RENDER_TAG1,"キャラクター関連"
GAME_SYS_RENDER_TAG2,"ゲーム内環境"
GAME_SYS_RENDER_TAG3,"パートナー関連"
GAME_SYS_CONTROL_TAG0,"ゲーム内操作環境"
GAME_SYS_CONTROL_TAG1,"ウィンドウ関連"
GAME_SYS_CONTROL_TAG2,"サポート関連"
GAME_SYS_CONTROL_TAG3,"ログ関連"

GAME_SYS_RENDER0_0,"簡単描画設定"
GAME_SYS_RENDER1_0,"ウィンドウ・フルスクリーンモードの切り替え"
GAME_SYS_RENDER1_1,"解像度"
GAME_SYS_RENDER1_2,"非アクティブウィンドウの透明度"
GAME_SYS_RENDER1_3,"アクティブウィンドウの透明度"
GAME_SYS_RENDER1_4,"影の描画"
GAME_SYS_RENDER1_5,"影の描画範囲"
GAME_SYS_RENDER1_6,"マップオブジェクトの描画範囲"
GAME_SYS_RENDER1_7,"キャラクターの描画範囲"
GAME_SYS_RENDER1_8,"エフェクトの描画"
GAME_SYS_RENDER1_9,"ミニマップウィンドウの透明度"
GAME_SYS_RENDER1_10,"アウトラインの描画"
GAME_SYS_RENDER1_11,"アンチエイリアスの適用"
GAME_SYS_RENDER1_12,"Skin"

GAME_SYS_RENDER2_0,"吹き出しの表示"
GAME_SYS_RENDER2_1,"吹き出しの表示時間"
GAME_SYS_RENDER2_2,"バルーンヘルプの表示"
GAME_SYS_RENDER2_3,"名前表示"
GAME_SYS_RENDER2_4,"HPバー"
GAME_SYS_RENDER2_5,"ゴーレムショップのコメント吹き出し"
GAME_SYS_RENDER2_6,"キャラクターの看板のコメント吹き出し"
GAME_SYS_RENDER2_7,"オブジェの看板のコメント吹き出し"
GAME_SYS_RENDER2_8,"プレーヤー露店のコメント吹き出し"
GAME_SYS_RENDER2_9,"自分のHPバー"
GAME_SYS_RENDER2_10,"自分のMPバー"
GAME_SYS_RENDER2_11,"自分のSPバー"
GAME_SYS_RENDER2_12,"バー表示位置"
GAME_SYS_RENDER2_13,"モンスターのHPバー表示"

GAME_SYS_RENDER3_0,"ゴーレム表示"
GAME_SYS_RENDER3_1,"ログウィンドウのフォントサイズ"
GAME_SYS_RENDER3_2,"プレーヤー露店のアイコン表示"
GAME_SYS_RENDER3_3,"リングエンブレムの表示"
GAME_SYS_RENDER3_4,"所属グループ名の表示"
GAME_SYS_RENDER3_6,"FPS制限"
GAME_SYS_RENDER3_7,"ミップマップ"
GAME_SYS_RENDER3_8,"ソフトウェアカーソル"
GAME_SYS_RENDER3_9,"飛空庭のひも表示"
GAME_SYS_RENDER3_10,"画面のゆれ"
GAME_SYS_RENDER3_11,"常に武器を表示"
GAME_SYS_RENDER3_12,"試着ボタンを表示"
GAME_SYS_RENDER3_13,"称号を表示"

GAME_SYS_RENDER4_0,"画面全体のゆがみ効果"
GAME_SYS_RENDER4_1,"自分のEPバー"
GAME_SYS_RENDER4_2,"イベントナビゲーション"
GAME_SYS_RENDER4_3,"NPCグラフィックの表示"
GAME_SYS_RENDER4_4,"会話ウィンドウの変更"
GAME_SYS_RENDER4_5,"UIタイプの変更"
GAME_SYS_RENDER4_6,"装備時のかんたんAI設定ウィンドウの表示"
GAME_SYS_RENDER4_7,"簡易モデル表示"
GAME_SYS_RENDER4_8,""
GAME_SYS_RENDER4_9_0,"フォントの選択(10)"
GAME_SYS_RENDER4_9_0a,"アンチエイリアス(10)"
GAME_SYS_RENDER4_9_1,"フォントの選択(12)"
GAME_SYS_RENDER4_9_1a,"アンチエイリアス(12)"
GAME_SYS_RENDER4_9_2,"フォントの選択(14)"
GAME_SYS_RENDER4_9_2a,"アンチエイリアス(14)"
GAME_SYS_RENDER4_9_3,"フォントの選択(16)"
GAME_SYS_RENDER4_9_3a,"アンチエイリアス(16)"
GAME_SYS_RENDER4_10,"溶け込み"
GAME_SYS_RENDER4_11,"ローディングモデル表示"
GAME_SYS_RENDER4_12,"パートナーのセリフを吹き出しに表示"
GAME_SYS_RENDER4_13,"パートナーのセリフをログに表示"
GAME_SYS_RENDER4_14,"ダメージ関係の数値をログに表示"
GAME_SYS_RENDER4_15,"バックグラウンドローディング"
GAME_SYS_RENDER4_16,"憑依中のパートナーを表示"
GAME_SYS_RENDER4_17,"憑依中のパートナーの経験値情報をログに表示"
GAME_SYS_RENDER4_18,"エモーションのプレビューを再生"

GAME_SYS_CTRL_0,"ターゲットロック"
GAME_SYS_CTRL_1,"カメラ操作"
GAME_SYS_CTRL_2,"カメラリセット"
GAME_SYS_CTRL_3,"ウィスパー受信の自動切り換え"
GAME_SYS_CTRL_4,"ウィンドウスナップ"
GAME_SYS_CTRL_5,"自動移動ロック"
GAME_SYS_CTRL_6,"マウスのスナップ"
GAME_SYS_CTRL_7,"ウィンドウ位置デフォルト"
GAME_SYS_CTRL_8,"情報ウィンドウ表示位置"
GAME_SYS_CTRL_9,"情報ウィンドウ表示対象"
GAME_SYS_CTRL_10,"合成系スキル対象を常に自身にする"
GAME_SYS_CTRL_11,"従来のカメラモード"
GAME_SYS_CTRL_12,"アイテムドロップ確認"
GAME_SYS_CTRL_13,"エンシェントアークの会話をログに表示"
GAME_SYS_CTRL_14,"Ctrl + C を文字列のコピーに割り当てる"
GAME_SYS_CTRL_15,"Ctrl + X を文字列の切り取りに割り当てる"
GAME_SYS_CTRL_16,"憑依ドロップアイテム右クリックで詳細を開く"
GAME_SYS_CTRL_17,"常に最新の会話を表示する"
GAME_SYS_CTRL_18,"会話非表示中に会話が追加された時自動で表示する"
GAME_SYS_CTRL_20,"飛空庭の家具の当たり判定を有効にする"

GAME_SYS_CTRL2_0,"パーティーの情報ウィンドウを表示"
GAME_SYS_CTRL2_1,"チャットルームウィンドウを自動的に開く"
GAME_SYS_CTRL2_2,"エクストラアイテムの維持利用確認"
GAME_SYS_CTRL2_3,"職業チャットログ出力"
GAME_SYS_CTRL2_4,"マップチェンジ後のカメラ位置"

GAME_SYS_SND_0,"SE"
GAME_SYS_SND_1,"BGM"
GAME_SYS_SND_2,"SEボリューム"
GAME_SYS_SND_3,"BGMボリューム"
GAME_SYS_SND_4,"音声"
GAME_SYS_SND_5,"音声ボリューム"

GAME_SYS_SNS_0,"Twitter連携"
GAME_SYS_SNS_1,"Twitter投稿時に注意文言を表示"
GAME_SYS_SNS_2,"Twitter連携SS撮影時の表示/非表示の項目"
GAME_SYS_SNS_3,"  自分のキャラクター名"
GAME_SYS_SNS_4,"  各種チャット吹き出し"
GAME_SYS_SNS_5,"  露店コメント吹き出し"
GAME_SYS_SNS_6,"  ゴーレムショップコメント吹き出し"
GAME_SYS_SNS_7,"  看板コメント吹き出し"
GAME_SYS_SNS_8,"  リングエンブレム"
GAME_SYS_SNS_9,"  各種ウィンドウ"
GAME_SYS_SNS_10,"動画撮影"

GAME_SYS_CANT_MODIFY_RESOLVE_IN_THEATER,"シアター内では解像度・アンチエイリアスの変更はできません"

GAME_SYS_TIP_D_0_0,"ゲーム画面を全体表示、ウィンドウ内表示に切り替えます。"
GAME_SYS_TIP_D_0_1,"ゲーム画面の大きさの設定です。$r色数の指定はフルスクリーン時のみ選択出来ます。"
GAME_SYS_TIP_D_0_2,"非アクティブウィンドウの透明度の設定です。"
GAME_SYS_TIP_D_0_3,"アクティブウィンドウの透明度の設定です。"
GAME_SYS_TIP_D_0_4,"キャラクターやNPCの下に描画される影の設定です。$r処理が重い時は「無し」にして下さい。"
GAME_SYS_TIP_D_0_5,"キャラクターやNPCの下に描画される影の範囲の設定です。$r処理が重い時は範囲を狭めて下さい。"
GAME_SYS_TIP_D_0_6,"建物や地形の描画範囲の設定です。$r処理が重い時は範囲を狭めて下さい。"
GAME_SYS_TIP_D_0_7,"キャラクターやNPCの描画範囲の設定です。$r処理が重い時は範囲を狭めて下さい。"
GAME_SYS_TIP_D_0_8,"エフェクトの表示設定です。$r処理が重いときは「最小」にして下さい。"
GAME_SYS_TIP_D_0_9,"ミニマップの透明度の設定です。"
GAME_SYS_TIP_D_0_10,"キャラクターの輪郭線の表示・非表示の切り替えです。$r処理が重い時は「OFF」にして下さい。"
GAME_SYS_TIP_D_0_11,"ゲーム画面を滑らかに見せる処理の切り替えです。$r「最適」が一番処理は重いですが綺麗に見えます。$r処理が重いときは「無し」にして下さい。"
GAME_SYS_TIP_D_0_12,"Skinの変更を行います。"
GAME_SYS_TIP_D_1_0,"キャラクターや敵の発言時に出る吹き出しの表示・非表示の設定です。"
GAME_SYS_TIP_D_1_1,"キャラクターや敵の発言時に出る吹き出しの表示時間の設定です。"
GAME_SYS_TIP_D_1_2,"カーソルを特定の場所に合わせた時に出る、説明文の表示・非表示の設定です。"
GAME_SYS_TIP_D_1_3,"キャラクターやNPCの名前の表示方法の設定です。"
GAME_SYS_TIP_D_1_4,"キャラクターに表示されるバーの表示・非表示の設定です。"
GAME_SYS_TIP_D_1_5,"ゴーレムショップにカーソルを合わせた時に出す$rコメントの表示・非表示の設定です。"
GAME_SYS_TIP_D_1_6,"キャラクターの看板のコメント表示・非表示設定です。"
GAME_SYS_TIP_D_1_7,"オブジェクトの看板のコメント表示・非表示設定です。"
GAME_SYS_TIP_D_1_8,"プレーヤー露店の吹き出しの表示・非表示設定です。"
GAME_SYS_TIP_D_1_9,"自分のキャラクターに表示されるHPバーの表示・非表示の設定です。"
GAME_SYS_TIP_D_1_10,"自分のキャラクターに表示されるMPバーの表示・非表示の設定です。"
GAME_SYS_TIP_D_1_11,"自分のキャラクターに表示されるSPバーの表示・非表示の設定です。"
GAME_SYS_TIP_D_1_12,"キャラクターの頭の上に表示されるHP,MP,SP,EPバーの表示位置設定です。"
GAME_SYS_TIP_D_1_13,"モンスターに表示されるバーの表示・非表示の設定です。"
GAME_SYS_TIP_D_2_0,"ゴーレムの表示の設定です。"
GAME_SYS_TIP_D_2_1,"ログウィンドウのフォントのサイズを変更します。"
